antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,pair
"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE PINK'})",frozenset({'ALARM CLOCK BAKELIKE RED '}),0.018508525793222534,0.047323548456723506,0.014407511331750486,0.7784256559766763,16.4490128353019,1.0,0.013531622214512403,4.299579248412418,0.9569172049699544,0.2801678908709339,0.7674191026088795,0.5414363171559551,"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE PINK', 'ALARM CLOCK BAKELIKE RED '})"
frozenset({'PACK OF 60 SPACEBOY CAKE CASES'}),frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),0.021962011655514785,0.028545219080509387,0.01025253615368012,0.4668304668304668,16.35406845236713,1.0,0.00962562571952475,1.8220373079918557,0.9599352450090745,0.25469168900804284,0.45116381776938347,0.41299935439822016,"frozenset({'PACK OF 60 SPACEBOY CAKE CASES', 'PACK OF 60 DINOSAUR CAKE CASES'})"
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.02654867256637168,0.0262788689833801,0.011277789769048132,0.4247967479674797,16.16495550992471,1.0,0.010580120680993793,1.6928296694705902,0.9637233579817313,0.27142857142857146,0.409273113512515,0.42697742942521827,"frozenset({'STRAWBERRY CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT'})"
"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE RED '})",frozenset({'ALARM CLOCK BAKELIKE IVORY'}),0.028599179797107705,0.025253615368012086,0.011601554068638031,0.40566037735849053,16.063457506853734,1.0,0.01087932138220125,1.6400494725554082,0.9653552706030079,0.27458492975734355,0.3902622959038722,0.43253104338009996,"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE RED ', 'ALARM CLOCK BAKELIKE IVORY'})"
frozenset({'JUMBO BAG SCANDINAVIAN BLUE PAISLEY'}),frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),0.029246708396287503,0.032484351392186486,0.015216922080725233,0.5202952029520296,16.016795184563144,1.0,0.014266861728115419,2.0168980059439807,0.9658123701504776,0.32714617169373555,0.5041891077025662,0.49436687057900486,"frozenset({'JUMBO BAG SCANDINAVIAN BLUE PAISLEY', 'JUMBO BAG PINK VINTAGE PAISLEY'})"
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.03167494064321174,0.03124325491042521,0.015756529246708395,0.49744463373083475,15.921664857167237,1.0,0.014766901001919942,1.9276617266697638,0.9678490593403741,0.3340961098398169,0.48123678228150335,0.5008812115113587,"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN SPACEBOY'})"
frozenset({'BAKING SET 9 PIECE RETROSPOT '}),frozenset({'BAKING SET SPACEBOY DESIGN'}),0.046082451974962226,0.022879343837686163,0.01678178286207641,0.36416861826697894,15.916917060668995,1.0,0.015727446598457588,1.5367606636512268,0.982447345857241,0.32161323681489146,0.3492805850300229,0.5488295921523574,"frozenset({'BAKING SET 9 PIECE RETROSPOT ', 'BAKING SET SPACEBOY DESIGN'})"
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE '}),0.03167494064321174,0.028113533347722857,0.013813943449169004,0.43611584327086883,15.512665657381461,1.0,0.01292344894910893,1.7235569665404433,0.9661389401643912,0.3004694835680751,0.4198044976678552,0.4637393035932079,"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN CIRCUS PARADE '})"
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER UNION JACK'}),0.030865529894236996,0.023796676019857545,0.011277789769048132,0.36538461538461536,15.354439211582067,1.0,0.010543292753973747,1.5382597832414366,0.9646465830500528,0.25995024875621886,0.3499147472393838,0.4196537589394732,"frozenset({'HAND WARMER OWL DESIGN', 'HAND WARMER UNION JACK'})"
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE CHOCOLATE'}),0.04257500539607166,0.01737535074465789,0.01133175048564645,0.2661596958174905,15.318234418912217,1.0,0.010591994833934002,1.339017009088886,0.9762836048018936,0.23307436182019978,0.25318349713837085,0.4591668044304844,"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE CHOCOLATE'})"
frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.028653140513706023,0.02654867256637168,0.011547593352039715,0.4030131826741996,15.180163214061519,1.0,0.010786890506543096,1.6306077440607465,0.9616796989990692,0.26452410383189123,0.3867317240198596,0.4189862661338478,"frozenset({'STRAWBERRY CHARLOTTE BAG', 'WOODLAND CHARLOTTE BAG'})"
frozenset({'SET OF 20 VINTAGE CHRISTMAS NAPKINS'}),frozenset({'60 CAKE CASES VINTAGE CHRISTMAS'}),0.02638679041657673,0.025199654651413772,0.010090654003885171,0.3824130879345603,15.175330504503792,1.0,0.009425715998028203,1.5784018836935718,0.959419580259991,0.24317295188556562,0.3664477910657775,0.3914206767295928,"frozenset({'SET OF 20 VINTAGE CHRISTMAS NAPKINS', '60 CAKE CASES VINTAGE CHRISTMAS'})"
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE IVORY'}),0.03307791927476797,0.025253615368012086,0.012626807684006043,0.3817292006525285,15.115823817292005,1.0,0.011791470633466899,1.5765686907108407,0.9657905017021039,0.2762691853600944,0.3657111130697885,0.4408646003262643,"frozenset({'ALARM CLOCK BAKELIKE PINK', 'ALARM CLOCK BAKELIKE IVORY'})"
frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.027250161882149796,0.0377725016188215,0.01554068638031513,0.5702970297029702,15.09820650636492,1.0,0.01451137959650848,2.2392851920852306,0.9599250815135322,0.3140676117775354,0.5534289229730509,0.4908628005657708,"frozenset({'HOT WATER BOTTLE I AM SO POORLY', 'CHOCOLATE HOT WATER BOTTLE'})"
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.02654867256637168,0.039876969566155836,0.015972372113101662,0.6016260162601627,15.087054578258911,1.0,0.014913691505150622,2.410104749864548,0.9591830466830468,0.3165775401069519,0.5850802750145189,0.5010836441246687,"frozenset({'STRAWBERRY CHARLOTTE BAG', 'RED RETROSPOT CHARLOTTE BAG'})"
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.02654867256637168,0.03156701921001511,0.012626807684006043,0.47560975609756095,15.066666666666665,1.0,0.011788745227102987,1.8467791726692733,0.9590909090909092,0.2775800711743772,0.4585167437454728,0.43780487804878043,"frozenset({'STRAWBERRY CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})"
frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE '}),0.03124325491042521,0.028113533347722857,0.013220375566587525,0.42314335060449054,15.05123334626184,1.0,0.01234201727777188,1.6847971981786485,0.9636683994602688,0.2865497076023392,0.40645675272902215,0.4466964353790207,"frozenset({'PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN CIRCUS PARADE '})"
frozenset({'ALARM CLOCK BAKELIKE RED '}),frozenset({'ALARM CLOCK BAKELIKE CHOCOLATE'}),0.047323548456723506,0.01737535074465789,0.012195121951219513,0.25769669327252,14.831164968094225,1.0,0.011372858698302128,1.3237508715774733,0.9788994067713775,0.23227132579650567,0.24457084677245142,0.47978002365489353,"frozenset({'ALARM CLOCK BAKELIKE RED ', 'ALARM CLOCK BAKELIKE CHOCOLATE'})"
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.03156701921001511,0.0262788689833801,0.012249082667817828,0.388034188034188,14.766015549588444,1.0,0.011419537105801998,1.5911364850411247,0.9626654007431081,0.2686390532544378,0.37151840247434587,0.4270766422717141,"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'CHARLOTTE BAG SUKI DESIGN'})"
frozenset({'ALARM CLOCK BAKELIKE RED '}),frozenset({'ALARM CLOCK BAKELIKE ORANGE'}),0.047323548456723506,0.019371897258795595,0.01327433628318584,0.2805017103762828,14.479826453184605,1.0,0.012357589364560558,1.36293319509356,0.977182124412578,0.24848484848484845,0.2662883231548601,0.48286923958925565,"frozenset({'ALARM CLOCK BAKELIKE RED ', 'ALARM CLOCK BAKELIKE ORANGE'})"
frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.028653140513706023,0.03156701921001511,0.013058493416792575,0.455743879472693,14.437342862201618,1.0,0.012153999179769155,1.7793699404826364,0.958190339287854,0.2768878718535469,0.43800331946219134,0.43470954657395333,"frozenset({'WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})"
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE ORANGE'}),0.04257500539607166,0.019371897258795595,0.011871357651629614,0.2788339670468948,14.393735591401267,1.0,0.011046599021304246,1.359781323484728,0.9719041568249706,0.23706896551724138,0.26458763425483156,0.44582366876021623,"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE ORANGE'})"
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG WOODLAND'})",frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),0.021854090222318153,0.03226850852579322,0.010090654003885171,0.46172839506172836,14.308947520541722,1.0,0.009385455107222843,1.7978497892066685,0.9508945942605188,0.22916666666666669,0.4437800054245539,0.38721871258103135,"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG WOODLAND', 'LUNCH BAG DOLLY GIRL DESIGN'})"
"frozenset({'LUNCH BAG SUKI DESIGN ', 'LUNCH BAG SPACEBOY DESIGN '})",frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),0.02412044031944744,0.03226850852579322,0.011061946902654867,0.4586129753914989,14.21240076915595,1.0,0.010283616268560891,1.7875040359048366,0.9526164386332834,0.24404761904761907,0.4405607036888178,0.40071116996999695,"frozenset({'LUNCH BAG SUKI DESIGN ', 'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG DOLLY GIRL DESIGN'})"
"frozenset({'LUNCH BAG RED RETROSPOT', 'JUMBO BAG VINTAGE DOILY '})",frozenset({'LUNCH BAG VINTAGE DOILY '}),0.013921864882365638,0.05428448089790632,0.010738182603064968,0.7713178294573643,14.208809160540632,1.0,0.009982441394794959,4.13550176149729,0.9427459063952796,0.18685446009389672,0.7581913737021496,0.48456547536486505,"frozenset({'LUNCH BAG RED RETROSPOT', 'JUMBO BAG VINTAGE DOILY ', 'LUNCH BAG VINTAGE DOILY '})"
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),0.025199654651413772,0.03226850852579322,0.011547593352039715,0.45824411134903636,14.200969684816625,1.0,0.010734438081073525,1.7862869822863814,0.9536129915078209,0.25146886016451236,0.44017954006470067,0.40805182156080577,"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG RED RETROSPOT', 'LUNCH BAG DOLLY GIRL DESIGN'})"
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.04257500539607166,0.047323548456723506,0.028599179797107705,0.6717363751584283,14.194547895594063,1.0,0.026584379466201444,2.9021688041221814,0.9708858874985511,0.4665492957746479,0.6554301050374395,0.6380346642040716,"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE RED '})"
frozenset({'ALARM CLOCK BAKELIKE RED '}),frozenset({'ALARM CLOCK BAKELIKE IVORY'}),0.047323548456723506,0.025253615368012086,0.016943665011871358,0.3580387685290764,14.17772320166847,1.0,0.01574857432129578,1.5183882403592424,0.9756374387364327,0.3045586808923376,0.34140691200071105,0.5144894697346237,"frozenset({'ALARM CLOCK BAKELIKE RED ', 'ALARM CLOCK BAKELIKE IVORY'})"
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'PLASTERS IN TIN STRONGMAN'}),0.03167494064321174,0.024228361752644076,0.010846104036261602,0.34241908006814314,14.132985282456188,1.0,0.01007867211586434,1.4838807037595803,0.9596400832283276,0.2407185628742515,0.32609137819072215,0.39504027500066397,"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN STRONGMAN'})"
frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.028653140513706023,0.0262788689833801,0.010576300453270019,0.3691148775894538,14.046071686833178,1.0,0.009823328327747958,1.5434206584173886,0.9562039637253713,0.23844282238442815,0.35208849606471365,0.38578947164893634,"frozenset({'WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT'})"
"frozenset({'JUMBO BAG APPLES', 'JUMBO BAG VINTAGE DOILY '})",frozenset({'JUMBO BAG VINTAGE LEAF'}),0.01737535074465789,0.04165767321390028,0.010090654003885171,0.5807453416149068,13.940897241978565,1.0,0.009366837320587313,2.2858239201861044,0.944682800482781,0.2061742006615215,0.5625209837166358,0.41148666044475907,"frozenset({'JUMBO BAG APPLES', 'JUMBO BAG VINTAGE DOILY ', 'JUMBO BAG VINTAGE LEAF'})"
frozenset({'CHARLOTTE BAG DOLLY GIRL DESIGN'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.018508525793222534,0.039876969566155836,0.010198575437081804,0.5510204081632653,13.81801110159896,1.0,0.00946051151731106,2.1384558405117438,0.9451235280582688,0.2116461366181411,0.5323728547227354,0.4033857115241225,"frozenset({'CHARLOTTE BAG DOLLY GIRL DESIGN', 'RED RETROSPOT CHARLOTTE BAG'})"
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE IVORY'}),0.04257500539607166,0.025253615368012086,0.014839197064537017,0.3485424588086185,13.801685569746407,1.0,0.013764024253973583,1.4962546643475458,0.9687913799552191,0.28004073319755596,0.3316645729983015,0.46807464820772804,"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE IVORY'})"
frozenset({'REGENCY TEA PLATE ROSES '}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.017699115044247787,0.04225124109648176,0.01025253615368012,0.5792682926829268,13.710089399744572,1.0,0.00950472657675124,2.2763883544953187,0.9437648174490281,0.2062975027144408,0.5607076455011548,0.410962371117964,"frozenset({'REGENCY TEA PLATE ROSES ', 'ROSES REGENCY TEACUP AND SAUCER '})"
frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'PLASTERS IN TIN STRONGMAN'}),0.03124325491042521,0.024228361752644076,0.010360457586876754,0.3316062176165803,13.686695823764959,1.0,0.0096034847045769,1.459875396757672,0.9568308569598396,0.22966507177033493,0.31501003289666907,0.37961157205996054,"frozenset({'PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN STRONGMAN'})"
frozenset({'HAND OVER THE CHOCOLATE   SIGN '}),frozenset({'COOK WITH WINE METAL SIGN '}),0.03183682279300669,0.032484351392186486,0.014137707748758903,0.44406779661016954,13.67020665578017,1.0,0.013103509209940103,1.740348270361616,0.9573264488372628,0.2817204301075269,0.42540236512993096,0.4396418717270117,"frozenset({'HAND OVER THE CHOCOLATE   SIGN ', 'COOK WITH WINE METAL SIGN '})"
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.03307791927476797,0.047323548456723506,0.021368443772933305,0.6460032626427407,13.650778179356065,1.0,0.019803079257286235,2.691201220258196,0.9584475538351314,0.36197440585009133,0.628418717830375,0.5487713006486223,"frozenset({'ALARM CLOCK BAKELIKE PINK', 'ALARM CLOCK BAKELIKE RED '})"
frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.028653140513706023,0.039876969566155836,0.015594647096913447,0.544256120527307,13.648382172682075,1.0,0.014452046684673606,2.1067162361998815,0.9540682957059864,0.2945973496432212,0.5253276246620611,0.4676625663529634,"frozenset({'WOODLAND CHARLOTTE BAG', 'RED RETROSPOT CHARLOTTE BAG'})"
frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),frozenset({'72 SWEETHEART FAIRY CAKE CASES'}),0.028545219080509387,0.02703431901575653,0.010468379020073387,0.36672967863894146,13.56533813280811,1.0,0.009696678461076236,1.5364144634049697,0.9535005906804765,0.2320574162679426,0.34913395843474365,0.37697761377056854,"frozenset({'PACK OF 60 DINOSAUR CAKE CASES', '72 SWEETHEART FAIRY CAKE CASES'})"
frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.027735808331534644,0.0377725016188215,0.014029786315562271,0.5058365758754864,13.39166203446359,1.0,0.012982135450460057,1.947184780188684,0.9517234901850288,0.2725366876310273,0.4864380565345734,0.4386325736520289,"frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY', 'CHOCOLATE HOT WATER BOTTLE'})"
frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),0.027250161882149796,0.027735808331534644,0.010090654003885171,0.37029702970297024,13.350864891936661,1.0,0.009334848736918573,1.5440044553225627,0.9510137645581539,0.22475961538461536,0.35233347510575225,0.36705512963747733,"frozenset({'HOT WATER BOTTLE I AM SO POORLY', 'HOT WATER BOTTLE TEA AND SYMPATHY'})"
frozenset({'HOME BUILDING BLOCK WORD'}),frozenset({'LOVE BUILDING BLOCK WORD'}),0.03728685516943665,0.029948197712065618,0.014839197064537017,0.3979739507959479,13.288744605676587,1.0,0.013722522953861572,1.611312008127314,0.960564786931022,0.2832131822863027,0.37938773188799607,0.44673472314572166,"frozenset({'HOME BUILDING BLOCK WORD', 'LOVE BUILDING BLOCK WORD'})"
frozenset({'CANDLEHOLDER PINK HANGING HEART'}),frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),0.022069933088711417,0.036639326570256855,0.010738182603064968,0.48655256723716384,13.279517195933902,1.0,0.009929555117243954,1.8762595972988807,0.945564605014811,0.22384701912260968,0.4670247115912799,0.3898153116009089,"frozenset({'RED HANGING HEART T-LIGHT HOLDER', 'CANDLEHOLDER PINK HANGING HEART'})"
frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),frozenset({'PACK OF 72 SKULL CAKE CASES'}),0.028545219080509387,0.026926397582559897,0.010198575437081804,0.3572778827977316,13.268684817650424,1.0,0.009429955519038734,1.5139880461141937,0.9518040350123892,0.22526817640047678,0.339492803416379,0.36801769891389585,"frozenset({'PACK OF 60 DINOSAUR CAKE CASES', 'PACK OF 72 SKULL CAKE CASES'})"
frozenset({'VINTAGE SNAP CARDS'}),frozenset({'VINTAGE HEADS AND TAILS CARD GAME '}),0.03895963738398446,0.026170947550183465,0.013490179149579106,0.3462603878116343,13.23071650912414,1.0,0.01247056852302868,1.489628338705016,0.9618933183604715,0.26123301985370945,0.32869161117776957,0.43086215266870376,"frozenset({'VINTAGE SNAP CARDS', 'VINTAGE HEADS AND TAILS CARD GAME '})"
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.04257500539607166,0.03307791927476797,0.018508525793222534,0.4347275031685678,13.142528692854647,1.0,0.017100233201608465,1.7105415284578656,0.9649958452797629,0.323890462700661,0.4153898146503654,0.4971353665924405,"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE PINK'})"
frozenset({'GIN + TONIC DIET METAL SIGN'}),frozenset({'COOK WITH WINE METAL SIGN '}),0.03734081588603497,0.032484351392186486,0.015756529246708395,0.4219653179190751,12.989802776870931,1.0,0.014543537062195496,1.6738020720915172,0.9588196449413354,0.29141716566866266,0.4025577954086057,0.4535075759030591,"frozenset({'GIN + TONIC DIET METAL SIGN', 'COOK WITH WINE METAL SIGN '})"
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.039876969566155836,0.03156701921001511,0.016080293546298294,0.40324763193504737,12.774333529949226,1.0,0.014821496481966265,1.6228389405981831,0.9599999170173626,0.290448343079922,0.3837959054449378,0.45632467066837834,"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})"
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'PLASTERS IN TIN VINTAGE PAISLEY '}),0.03167494064321174,0.025901143967191884,0.010468379020073387,0.3304940374787053,12.759823963657015,1.0,0.009647961822321303,1.4549517264408611,0.9517764762317851,0.22222222222222227,0.3126919733301222,0.36733035207268605,"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN VINTAGE PAISLEY '})"
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'REGENCY TEAPOT ROSES '}),0.04225124109648176,0.019102093675804014,0.01025253615368012,0.24265644955300125,12.703133681119263,1.0,0.009445448988336146,1.2951822270688793,0.9619216501448562,0.20063357972544876,0.22790787342481128,0.38968980669740455,"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'REGENCY TEAPOT ROSES '})"
frozenset({'LOVE HOT WATER BOTTLE'}),frozenset({'HOT WATER BOTTLE KEEP CALM'}),0.024228361752644076,0.03879775523418951,0.01176343621843298,0.48552338530066813,12.51421331904309,1.0,0.010823430169428497,1.8683108567093027,0.9429366727429637,0.22947368421052633,0.4647571647893102,0.3943611363221004,"frozenset({'LOVE HOT WATER BOTTLE', 'HOT WATER BOTTLE KEEP CALM'})"
frozenset({'72 SWEETHEART FAIRY CAKE CASES'}),frozenset({'60 TEATIME FAIRY CAKE CASES'}),0.02703431901575653,0.03545219080509389,0.011979279084826246,0.4431137724550898,12.498910854090905,1.0,0.011020853248793868,1.7320374638231109,0.9455554772786208,0.23717948717948717,0.42264528286085173,0.39050665791704264,"frozenset({'72 SWEETHEART FAIRY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})"
frozenset({'CHARLOTTE BAG APPLES DESIGN'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.02293330455428448,0.039876969566155836,0.011385711202244766,0.4964705882352941,12.450058107140014,1.0,0.01047120051448218,1.9067863922167465,0.9412654161923709,0.22140608604407136,0.4755574069115085,0.3909957812624373,"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG APPLES DESIGN'})"
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.022717461687891214,0.050237427153032595,0.014029786315562271,0.6175771971496438,12.293169299223628,1.0,0.012888519488915028,2.483540640798592,0.9400086220444015,0.2380952380952381,0.5973490493481733,0.4484233998637585,"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG PINK POLKADOT', 'LUNCH BAG CARS BLUE'})"
frozenset({'JUMBO BAG PEARS'}),frozenset({'JUMBO BAG VINTAGE LEAF'}),0.02536153680120872,0.04165767321390028,0.012950571983595942,0.5106382978723404,12.257964943225664,1.0,0.011894069371328883,1.9583517112585516,0.9423190492009005,0.23952095808383236,0.4893664941537281,0.4107595634439422,"frozenset({'JUMBO BAG PEARS', 'JUMBO BAG VINTAGE LEAF'})"
frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",0.03761061946902655,0.0528815022663501,0.024336283185840708,0.6470588235294117,12.236014405762303,1.0,0.02234737712715055,2.6835024102453406,0.9541606137064504,0.36786296900489385,0.6273526730655798,0.5536314525810324,"frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS', ""PAPER CHAIN KIT 50'S CHRISTMAS ""})"
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.04726958774012519,0.04376214116123462,0.025253615368012086,0.5342465753424657,12.207962434336096,1.0,0.02318499699669536,2.053098932212643,0.9636369709432692,0.38392124692370794,0.5129314109952359,0.555655963380234,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})"
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG STRAWBERRY'}),0.02946255126268077,0.03529030865529894,0.012518886250809411,0.4249084249084249,12.04037145321549,1.0,0.011479143722976839,1.677488826350977,0.9447817651276662,0.23966942148760328,0.4038708429579892,0.3898242430352522,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG PINK POLKADOT', 'JUMBO BAG STRAWBERRY'})"
frozenset({'HAND OVER THE CHOCOLATE   SIGN '}),frozenset({'GIN + TONIC DIET METAL SIGN'}),0.03183682279300669,0.03734081588603497,0.014245629181955537,0.4474576271186441,11.98307044185363,1.0,0.013056816243645552,1.7422359467093234,0.946688487821026,0.2593320235756385,0.4260249296952193,0.4144802586460272,"frozenset({'HAND OVER THE CHOCOLATE   SIGN ', 'GIN + TONIC DIET METAL SIGN'})"
frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),frozenset({'60 TEATIME FAIRY CAKE CASES'}),0.028545219080509387,0.03545219080509389,0.012033239801424563,0.42155009451795844,11.890664157696813,1.0,0.011021249248009138,1.667469905438253,0.9428132182254627,0.23156801661474563,0.40028902666331784,0.3804858539560873,"frozenset({'PACK OF 60 DINOSAUR CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})"
frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),frozenset({'60 TEATIME FAIRY CAKE CASES'}),0.036099719404273686,0.03545219080509389,0.0151090006475286,0.41853512705530643,11.805620965888796,1.0,0.013829186507197938,1.658823867227229,0.9495739397477628,0.2676864244741874,0.39716324333364694,0.42235736565855125,"frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})"
frozenset({'PLEASE ONE PERSON METAL SIGN'}),frozenset({'COOK WITH WINE METAL SIGN '}),0.0374487373192316,0.032484351392186486,0.014299589898553853,0.3818443804034582,11.75471770371576,1.0,0.013083091956282246,1.5651651751371154,0.9505236859196078,0.2570320077594568,0.36108979685649123,0.4110218579758155,"frozenset({'PLEASE ONE PERSON METAL SIGN', 'COOK WITH WINE METAL SIGN '})"
frozenset({'RETROSPOT HEART HOT WATER BOTTLE'}),frozenset({'SCOTTIE DOG HOT WATER BOTTLE'}),0.028761061946902654,0.035398230088495575,0.01192531836822793,0.4146341463414634,11.713414634146341,1.0,0.010907227679841995,1.6478613569321532,0.9417124480771807,0.22830578512396693,0.3931528306108749,0.3757621951219512,"frozenset({'RETROSPOT HEART HOT WATER BOTTLE', 'SCOTTIE DOG HOT WATER BOTTLE'})"
